        vg_image_id,topname,altname,responses,domain
2375404,bread,cake,"{'bread': 13, 'cake': 10, 'food': 5, 'bun': 3, 'sandwich': 2}",food
2375405,truck,car,"{'truck': 21, 'car': 3, 'pickup': 2, 'vehicle': 2, 'jeep': 2}",vehicles
2375407,horse,,{'horse': 30},animals_plants
2375408,desk,table,"{'desk': 14, 'table': 6}",home
2375409,airplane,plane,"{'airplane': 16, 'plane': 15, 'jetliner': 2}",vehicles
2375419,pizza,food,"{'pizza': 31, 'food': 3}",food
2375421,jar,glass,"{'jar': 11, 'glass': 5, 'bottle': 3, 'container': 2}",home
2375426,man,person,"{'man': 16, 'person': 6, 'woman': 3}",people
2375428,dog,canine,"{'dog': 31, 'canine': 1}",animals_plants
2375429,horse,,{'horse': 35},animals_plants
2375431,giraffe,animal,"{'giraffe': 34, 'animal': 2}",animals_plants
2375433,man,person,"{'man': 33, 'person': 2}",people
2375434,bird,shadow,"{'bird': 29, 'shadow': 2}",animals_plants
2375439,fruit stand,stand,"{'fruit stand': 7, 'stand': 4, 'table': 4, 'display': 3}",home
2375441,man,person,"{'man': 27, 'person': 2}",people
2375442,cat,,{'cat': 29},animals_plants
2375444,boy,child,"{'boy': 18, 'child': 3, 'person': 2}",people
2375447,bench,fence,"{'bench': 26, 'fence': 5, 'benches': 2}",home
2375449,bed,mattress,"{'bed': 30, 'mattress': 2}",home
2375454,food,salad,"{'food': 7, 'salad': 6, 'cucumber': 2, 'vegetable': 2}",food
2375456,hotdog,wiener,"{'hotdog': 27, 'food': 2, 'wiener': 2}",food
2375457,shirt,,{'shirt': 35},clothing
2375462,woman,tennis player,"{'woman': 21, 'tennis player': 6, 'player': 4}",people
2375468,floor,carpet,"{'floor': 22, 'carpet': 7, 'rug': 2}",home
2375471,woman,person,"{'woman': 16, 'person': 3, 'female': 1}",people
2375479,man,tennis player,"{'man': 16, 'tennis player': 13, 'person': 2, 'player': 2}",people
2375489,dugout,bullpen,"{'dugout': 23, 'bullpen': 2}",buildings
2375493,hat,cap,"{'hat': 33, 'cap': 2}",clothing
2375495,desk,table,"{'desk': 23, 'table': 8}",home
2375497,airplane,plane,"{'airplane': 19, 'plane': 14, 'jet': 2}",vehicles
2375498,boy,skateboarder,"{'boy': 13, 'skater': 4, 'child': 4, 'kid': 4, 'skateboarder': 4}",people
2375502,bridge,,{'bridge': 35},buildings
2375504,desk,table,"{'desk': 20, 'table': 6, 'desktop': 2}",home
2375513,man,player,"{'man': 20, 'player': 6, 'frisbee player': 3, 'athlete': 3, 'person': 1}",people
2375517,shirt,,{'shirt': 28},clothing
2375519,man,person,"{'man': 30, 'person': 1}",people
2375522,woman,,{'woman': 27},people
2375523,man,tennis player,"{'man': 16, 'tennis player': 5, 'person': 4}",people
2375525,airplane,plane,"{'airplane': 22, 'jet': 5, 'plane': 5, 'fighter jet': 2}",vehicles
2375527,hut,tent,"{'hut': 15, 'shelter': 3, 'tent': 3, 'cabana': 2, 'shack': 2, 'canopy': 2}",buildings
2375528,woman,person,"{'woman': 20, 'person': 4, 'human': 3}",people
2375531,car,,{'car': 29},vehicles
2375538,jacket,coat,"{'jacket': 28, 'coat': 4}",clothing
2375539,dog,statue,"{'dog': 16, 'statue': 13}",animals_plants
2375545,motorcycle,bike,"{'motorcycle': 26, 'bike': 6}",vehicles
2375547,pizza,food,"{'pizza': 30, 'food': 4}",food
2375549,giraffe,,{'giraffe': 30},animals_plants
2375552,plane,airplane,"{'plane': 17, 'airplane': 16}",vehicles
2375555,cake,,{'cake': 35},food
2375560,bird,seagull,"{'bird': 26, 'seagull': 10}",animals_plants
2375561,chair,,{'chair': 33},home
2375562,birdbath,fountain,"{'birdbath': 19, 'fountain': 4, 'bowl': 4, 'water': 3, 'basin': 1}",home
2375564,boat,sailboat,"{'boat': 23, 'sailboat': 7, 'ship': 2}",vehicles
2375574,bed,,{'bed': 35},home
2375576,shelf,bookcase,"{'shelf': 11, 'bookshelf': 5, 'bookcase': 5, 'cabinet': 3, 'shelves': 2}",home
2375578,couch,sofa,"{'couch': 17, 'sofa': 7, 'furniture': 2}",home
2375582,man,tennis player,"{'man': 15, 'tennis player': 9, 'player': 5, 'person': 1}",people
2375587,jacket,shirt,"{'jacket': 19, 'shirt': 7, 'sweater': 3, 'coat': 2, 't-shirt': 2}",clothing
2375588,zebra,,{'zebra': 32},animals_plants
2375589,dresser,cabinet,"{'dresser': 24, 'cabinet': 3, 'bureau': 1}",home
2375592,desk,table,"{'desk': 31, 'table': 1}",home
2375594,desk,table,"{'desk': 27, 'table': 8}",home
2375597,salad,food,"{'salad': 9, 'food': 7, 'broccoli': 4, 'vegetables': 4, 'dish': 2, 'broccoli and cheese': 2}",food
2375600,tie,necktie,"{'tie': 30, 'necktie': 6}",clothing
2375601,giraffe,,{'giraffe': 31},animals_plants
2375607,shirt,t-shirt,"{'shirt': 26, 't-shirt': 9}",clothing
2375608,boy,child,"{'boy': 15, 'child': 7, 'skateboarder': 4, 'skater': 2, 'person': 2, 'kid': 2}",people
2375613,shirt,robe,"{'shirt': 10, 'robe': 9, 'jacket': 6, 'bathrobe': 3}",clothing
2375617,bench,chair,"{'bench': 33, 'chair': 2}",home
2375621,pizza,food,"{'pizza': 26, 'food': 6}",food
2375629,woman,tennis player,"{'woman': 14, 'tennis player': 6, 'player': 4, 'girl': 3, 'person': 2}",people
2375632,curtain,curtains,"{'curtain': 29, 'curtains': 5}",home
2375634,bowl,bucket,"{'bowl': 24, 'bucket': 7, 'pot': 4}",home
2375638,jacket,suit,"{'jacket': 15, 'suit': 9, 'coat': 1}",clothing
2375640,plane,airplane,"{'plane': 17, 'airplane': 14, 'jet': 2}",vehicles
2375644,horse,,{'horse': 32},animals_plants
2375647,counter,countertop,"{'counter': 15, 'countertop': 2, 'furniture': 1}",home
2375658,dog,,{'dog': 31},animals_plants
2375662,jacket,coat,"{'jacket': 31, 'coat': 1}",clothing
2375674,giraffe,,{'giraffe': 36},animals_plants
2375677,train,,{'train': 28},vehicles
2375679,horse,,{'horse': 34},animals_plants
2375683,table,,{'table': 29},home
2375686,desk,table,"{'desk': 28, 'table': 5}",home
2375688,table,counter,"{'table': 19, 'counter': 2}",home
2375695,cabinet,drawers,"{'cabinet': 13, 'drawers': 7, 'cabinets': 4, 'table': 3, 'cupboards': 3, 'counter': 3}",home
2375696,man,tennis player,"{'man': 13, 'tennis player': 8, 'player': 5, 'person': 2, 'athlete': 2}",people
2375702,apple,fruit,"{'apple': 23, 'fruit': 8}",food
2375706,truck,ice cream truck,"{'truck': 21, 'ice cream truck': 4, 'van': 3, 'food truck': 3, 'car': 2}",vehicles
2375715,boat,sailboat,"{'boat': 20, 'sailboat': 15}",vehicles
2375716,giraffe,,{'giraffe': 30},animals_plants
2375718,counter,table,"{'counter': 22, 'table': 5, 'cabinets': 2}",home
2375724,horse,,{'horse': 35},animals_plants
2375728,food,cake,"{'food': 17, 'cake': 13}",food
2375729,beach,sand,"{'beach': 25, 'sand': 5, 'ground': 2}",home
2375738,boy,child,"{'boy': 13, 'child': 10, 'kid': 3, 'toddler': 2, 'person': 2}",people
2375743,shirt,t-shirt,"{'shirt': 28, 't-shirt': 7}",clothing
2375749,roof,canopy,"{'roof': 11, 'canopy': 3, 'ceiling': 2, 'umbrella': 2}",buildings
2375753,woman,man,"{'woman': 14, 'man': 11, 'person': 8}",people
2375755,pizza,food,"{'pizza': 31, 'food': 2}",food
2375756,woman,person,"{'woman': 19, 'person': 2}",people
2375761,pizza,pizza slice,"{'pizza': 28, 'pizza slice': 4, 'food': 3}",food
2375765,bottle,can,"{'can': 8, 'bottle': 8, 'drink': 6, 'red bull': 5, 'energy drink': 2, 'beverage': 2}",home
2375766,bench,chair,"{'bench': 32, 'chair': 4}",home
2375767,table,,{'table': 20},home
2375769,giraffe,,{'giraffe': 36},animals_plants
2375772,sandwich,food,"{'sandwich': 23, 'food': 5, 'bread': 3}",food
2375778,child,boy,"{'child': 18, 'boy': 6, 'kid': 3, 'toddler': 2, 'baby': 1}",people
2375782,woman,tennis player,"{'woman': 14, 'tennis player': 12, 'player': 4, 'person': 2}",people
2375785,motorcycle,bike,"{'motorcycle': 28, 'bike': 5, 'motorbike': 1}",vehicles
2375786,giraffe,,{'giraffe': 35},animals_plants
2375788,hotdog,food,"{'hotdog': 31, 'food': 3}",food
2375793,zebra,,{'zebra': 36},animals_plants
2375794,cow,,{'cow': 30},animals_plants
2375803,horse,,{'horse': 30},animals_plants
2375806,man,male,"{'man': 28, 'male': 1, 'human': 1}",people
2375815,shirt,,{'shirt': 32},clothing
2375816,horse,,{'horse': 34},animals_plants
2375817,train,train engine,"{'train': 29, 'train engine': 3, 'train car': 2}",vehicles
2375818,horse,,{'horse': 36},animals_plants
2375822,train,,{'train': 35},vehicles
2375828,spoon,ladle,"{'spoon': 28, 'ladle': 3}",home
2375831,train,,{'train': 34},vehicles
2375835,woman,person,"{'woman': 18, 'person': 6}",people
2375837,glass,cup,"{'glass': 18, 'cup': 11}",home
2375840,cat,feline,"{'cat': 35, 'feline': 1}",animals_plants
2375841,chair,seat,"{'chair': 28, 'seat': 1}",home
2375845,dog,,{'dog': 32},animals_plants
2375857,train,engine,"{'train': 30, 'engine': 2, 'locomotive': 2}",vehicles
2375863,cat,,{'cat': 35},animals_plants
2375866,wing,plane,"{'wing': 14, 'plane': 10, 'airplane': 6, 'airplane wing': 2}",vehicles
2375874,zebra,,{'zebra': 29},animals_plants
2375879,giraffe,,{'giraffe': 35},animals_plants
2375885,man,frisbee player,"{'man': 22, 'frisbee player': 3, 'person': 3}",people
2375889,pizza,food,"{'pizza': 20, 'food': 3}",food
2375890,cow,bull,"{'cow': 23, 'bull': 5, 'animal': 3}",animals_plants
2375891,woman,person,"{'woman': 20, 'person': 3, 'girl': 3, 'lady': 2, 'human': 2}",people
2375892,giraffe,,{'giraffe': 36},animals_plants
2375908,man,player,"{'man': 16, 'player': 6, 'person': 6, 'athlete': 3, 'soccer player': 3}",people
2375911,plane,airplane,"{'plane': 19, 'airplane': 16}",vehicles
2375916,motorcycle,bike,"{'motorcycle': 29, 'bike': 6}",vehicles
2375917,bench,chair,"{'bench': 31, 'chair': 3}",home
2375919,motorcycle,bike,"{'motorcycle': 31, 'bike': 4}",vehicles
2375920,desk,table,"{'desk': 26, 'table': 9}",home
2375924,boat,,{'boat': 35},vehicles
2375925,hat,beret,"{'hat': 28, 'beret': 3, 'beanie': 2}",clothing
2375928,scooter,motorcycle,"{'scooter': 16, 'motorcycle': 10, 'bike': 5, 'moped': 4}",vehicles
2375929,giraffe,,{'giraffe': 30},animals_plants
2375930,girl,child,"{'girl': 19, 'child': 10, 'kid': 2, 'person': 2}",people
2375932,shirt,,{'shirt': 34},clothing
2375933,tie,necktie,"{'tie': 30, 'necktie': 4}",clothing
2375938,table,,{'table': 23},home
2375943,fork,,{'fork': 34},home
2375947,shirt,blouse,"{'shirt': 27, 'blouse': 6}",clothing
2375948,cat,,{'cat': 34},animals_plants
2375949,horse,,{'horse': 33},animals_plants
2375950,man,person,"{'man': 29, 'person': 3, 'shopper': 2}",people
2375959,train,bus,"{'train': 29, 'bus': 2}",vehicles
2375960,train,,{'train': 35},vehicles
2375967,snowboarder,man,"{'man': 8, 'snowboarder': 8, 'skateboarder': 7, 'skater': 5, 'person': 3, 'boy': 2}",people
2375970,bottle,drink,"{'bottle': 16, 'drink': 7, 'cup': 4}",home
2375983,bed,,{'bed': 31},home
2375986,cat,,{'cat': 31},animals_plants
2375997,pizza,,{'pizza': 36},food
2375998,man,skateboarder,"{'man': 12, 'skateboarder': 8, 'skater': 5, 'boy': 2, 'skating': 2, 'person': 1}",people
2375999,pitcher,man,"{'pitcher': 12, 'man': 11, 'baseball player': 6, 'player': 2}",people
2376001,glass,bowls,"{'glass': 11, 'bowls': 11, 'glassware': 1}",home
2376002,bed,,{'bed': 33},home
2376003,sheep,goat,"{'sheep': 26, 'goat': 3}",animals_plants
2376007,cat,,{'cat': 35},animals_plants
2376013,woman,person,"{'woman': 22, 'person': 3, 'class': 1}",people
2376015,bread,food,"{'bread': 14, 'food': 4}",food
2376017,box,pizza box,"{'box': 13, 'pizza box': 8, 'tray': 2, 'container': 1}",home
2376018,chair,bench,"{'chair': 21, 'bench': 6}",home
2376019,vanity,sink,"{'sink': 6, 'vanity': 6, 'table': 4, 'cabinet': 2}",home
2376021,man,person,"{'man': 27, 'person': 2}",people
2376025,boy,child,"{'boy': 12, 'child': 11, 'kid': 6}",people
2376027,pizza,food,"{'pizza': 26, 'food': 6}",food
2376031,dog,,{'dog': 32},animals_plants
2376045,boy,child,"{'boy': 18, 'child': 12, 'person': 2, 'kid': 2}",people
2376049,skier,woman,"{'skier': 22, 'woman': 5, 'person': 3}",people
2376050,man,person,"{'man': 26, 'human': 1, 'person': 1}",people
2376060,dress,wedding dress,"{'dress': 27, 'wedding dress': 7}",clothing
2376061,house,building,"{'house': 17, 'building': 7, 'home': 1}",buildings
2376065,house,building,"{'house': 20, 'building': 4}",buildings
2376081,table,,{'table': 31},home
2376082,building,house,"{'building': 16, 'house': 12, 'station': 6}",buildings
2376090,train,,{'train': 35},vehicles
2376092,airplane,plane,"{'airplane': 23, 'plane': 9, 'jet': 2}",vehicles
2376094,man,,{'man': 29},people
2376098,woman,,{'woman': 28},people
2376106,bed,couch,"{'bed': 13, 'couch': 7, 'chair': 2}",home
2376108,dog,,{'dog': 36},animals_plants
2376110,airplane,plane,"{'airplane': 26, 'plane': 6}",vehicles
2376111,couch,sofa,"{'couch': 24, 'sofa': 10}",home
2376116,carpet,floor,"{'carpet': 19, 'floor': 8, 'rug': 3}",home
2376120,man,person,"{'man': 29, 'male': 1, 'human': 1, 'person': 1}",people
2376122,couch,sofa,"{'couch': 14, 'sofa': 9, 'chair': 6}",home
2376123,cat,,{'cat': 34},animals_plants
2376127,couch,sofa,"{'couch': 23, 'sofa': 12}",home
2376128,woman,man,"{'woman': 12, 'man': 10, 'person': 4, 'gamer': 2}",people
2376131,boy,child,"{'boy': 19, 'child': 11, 'toddler': 2}",people
2376132,shirt,t-shirt,"{'shirt': 21, 't-shirt': 8, 'dress': 1}",clothing
2376133,man,person,"{'man': 17, 'person': 12, 'woman': 4}",people
2376136,giraffe,animal,"{'giraffe': 30, 'animal': 2}",animals_plants
2376138,horse,,{'horse': 21},animals_plants
2376140,dog,,{'dog': 29},animals_plants
2376141,bottle,water,"{'bottle': 27, 'water': 5, 'water bottle': 2}",home
2376143,cat,,{'cat': 31},animals_plants
2376145,cake,food,"{'cake': 33, 'food': 3}",food
2376147,table,,{'table': 27},home
2376149,counter,table,"{'counter': 17, 'table': 7, 'countertop': 7}",home
2376151,woman,person,"{'woman': 21, 'person': 5}",people
2376152,giraffe,,{'giraffe': 32},animals_plants
2376154,pizza,pizza slice,"{'pizza': 27, 'pizza slice': 3, 'cheese': 2}",food
2376156,jacket,suit,"{'jacket': 22, 'suit': 5, 'coat': 2}",clothing
2376162,boat,canoe,"{'boat': 32, 'canoe': 3}",vehicles
2376164,table,desk,"{'table': 27, 'desk': 6}",home
2376165,car,vehicle,"{'car': 32, 'vehicle': 2}",vehicles
2376175,airplane,plane,"{'airplane': 21, 'plane': 11}",vehicles
2376185,airplane,plane,"{'airplane': 17, 'plane': 16}",vehicles
2376186,cow,animal,"{'cow': 28, 'animal': 3, 'cattle': 1}",animals_plants
2376188,sandwich,food,"{'sandwich': 11, 'food': 10, 'gyro': 6, 'pita': 2}",food
2376191,woman,batter,"{'woman': 17, 'batter': 5, 'person': 4, 'girl': 3}",people
2376192,bed,,{'bed': 32},home
2376197,floor,ground,"{'floor': 4, 'ground': 4}",home
2376206,shirt,jacket,"{'jacket': 8, 'shirt': 4, 'jumper': 3, 'outfit': 2, 'jumpsuit': 2, 'clothing': 2, 'clothes': 2}",clothing
2376213,bird,,{'bird': 35},animals_plants
2376214,motorcycle,bike,"{'motorcycle': 26, 'bike': 5}",vehicles
2376215,plane,airplane,"{'plane': 17, 'airplane': 16, 'aircraft': 2}",vehicles
2376216,bench,,{'bench': 30},home
2376217,person,woman,"{'person': 12, 'woman': 9, 'man': 6, 'human': 2}",people
2376219,truck,,{'truck': 33},vehicles
2376220,horse,,{'horse': 35},animals_plants
2376223,table,,{'table': 29},home
2376224,bird,ostrich,"{'bird': 25, 'ostrich': 5, 'emu': 3, 'peacock': 2}",animals_plants
2376233,airplane,plane,"{'airplane': 18, 'plane': 15}",vehicles
2376234,fruit,food,"{'fruit': 12, 'food': 3}",food
2376235,horse,,{'horse': 32},animals_plants
2376237,train,,{'train': 36},vehicles
2376240,skater,person,"{'skater': 9, 'person': 9, 'skateboarder': 8, 'man': 7, 'women': 2}",people
2376242,truck,jeep,"{'truck': 19, 'car': 4, 'jeep': 4, 'vehicle': 2, 'suv': 2}",vehicles
2376244,bench,benches,"{'bench': 27, 'benches': 6}",home
2376250,giraffe,,{'giraffe': 33},animals_plants
2376251,woman,,{'woman': 33},people
2376255,train,train engine,"{'train': 34, 'train engine': 2}",vehicles
2376258,man,frisbee player,"{'man': 24, 'frisbee player': 2, 'human': 1}",people
2376263,girl,child,"{'girl': 16, 'child': 11, 'kid': 4}",people
2376265,bed,,{'bed': 26},home
2376266,counter,countertop,"{'counter': 14, 'countertop': 5, 'kitchen counter': 2, 'table': 1}",home
2376268,zebra,,{'zebra': 28},animals_plants
2376269,benches,bench,"{'benches': 12, 'bench': 8, 'pews': 7}",home
2376272,woman,person,"{'woman': 24, 'person': 4}",people
2376275,cup,coffee cup,"{'cup': 30, 'coffee cup': 2, 'coffee': 2}",home
2376281,bowl,fruit bowl,"{'bowl': 18, 'fruit bowl': 3}",home
2376283,shirt,t-shirt,"{'shirt': 20, 't-shirt': 7}",clothing
2376285,shirt,t-shirt,"{'shirt': 33, 't-shirt': 3}",clothing
2376293,snowboarder,person,"{'snowboarder': 14, 'person': 10, 'skier': 5, 'man': 2, 'woman': 2}",people
2376294,carpet,floor,"{'carpet': 13, 'floor': 4, 'rug': 1}",home
2376302,shirt,dress,"{'shirt': 29, 'dress': 1}",clothing
2376309,skier,woman,"{'skier': 11, 'woman': 9, 'skate': 3, 'man': 2, 'person': 2}",people
2376316,jacket,shirt,"{'jacket': 25, 'shirt': 3, 'sweater': 2}",clothing
2376319,man,person,"{'man': 24, 'person': 3, 'cook': 2, 'male': 1}",people
2376322,bench,,{'bench': 35},home
2376324,man,skateboarder,"{'man': 12, 'skateboarder': 8, 'person': 5, 'skater': 3}",people
2376325,pizza,food,"{'pizza': 22, 'food': 5}",food
2376326,mouse,computer mouse,"{'mouse': 31, 'computer mouse': 4}",animals_plants
2376336,zebra,,{'zebra': 28},animals_plants
2376340,bird,crane,"{'bird': 28, 'crane': 2}",animals_plants
2376343,shirt,,{'shirt': 20},clothing
2376346,truck,van,"{'truck': 26, 'van': 3, 'vehicle': 3}",vehicles
2376347,pizza,,{'pizza': 30},food
2376350,cow,,{'cow': 30},animals_plants
2376351,child,baby,"{'child': 15, 'baby': 9, 'boy': 4, 'toddler': 2}",people
2376354,toilet,toilet seat,"{'toilet': 27, 'toilet seat': 3, 'toilet bowl': 2}",home
2376357,bed,daybed,"{'bed': 27, 'daybed': 6}",home
2376365,skier,person,"{'skier': 20, 'person': 7, 'man': 4}",people
2376368,horse,,{'horse': 28},animals_plants
2376369,cow,animal,"{'cow': 32, 'animal': 2}",animals_plants
2376371,girl,child,"{'girl': 12, 'child': 8, 'tennis player': 3, 'kid': 2, 'player': 2}",people
2376372,donut,bagel,"{'donut': 23, 'bagel': 5, 'cake': 3}",food
2376373,train,,{'train': 35},vehicles
2376382,table,nightstand,"{'table': 22, 'nightstand': 5, 'desk': 3, 'end table': 3}",home
2376385,giraffe,animal,"{'giraffe': 31, 'animal': 2}",animals_plants
2376394,horse,,{'horse': 34},animals_plants
2376397,shirt,t-shirt,"{'shirt': 27, 't-shirt': 7}",clothing
2376398,counter,table,"{'counter': 18, 'table': 3}",home
2376400,pizza,pizza slice,"{'pizza': 31, 'pizza slice': 2, 'slice': 2}",food
2376404,bench,,{'bench': 34},home
2376405,horse,animal,"{'horse': 34, 'animal': 2}",animals_plants
2376406,couch,sofa,"{'couch': 22, 'sofa': 8, 'chair': 4}",home
2376410,cat,,{'cat': 33},animals_plants
2376412,giraffe,,{'giraffe': 30},animals_plants
2376415,dress,wedding dress,"{'dress': 29, 'wedding dress': 2}",clothing
2376421,desk,table,"{'desk': 17, 'table': 7}",home
2376422,car,vehicle,"{'car': 25, 'vehicle': 4, 'truck': 2, 'automobile': 1}",vehicles
2376425,desk,table,"{'desk': 18, 'table': 13}",home
2376428,skater,man,"{'skater': 9, 'man': 8, 'person': 4, 'boy': 4, 'skateboarder': 3}",people
2376439,bathtub,tub,"{'bathtub': 20, 'tub': 9, 'bath': 1}",home
2376443,batter,man,"{'batter': 12, 'man': 7, 'baseball player': 5, 'person': 3, 'player': 2}",people
2376449,man,skateboarder,"{'man': 18, 'skateboarder': 6, 'skater': 5, 'person': 3}",people
2376451,rug,carpet,"{'rug': 12, 'carpet': 6}",home
2376453,dog,,{'dog': 32},animals_plants
2376454,woman,,{'woman': 32},people
2376456,dog,,{'dog': 35},animals_plants
2376469,child,girl,"{'child': 15, 'girl': 15, 'kid': 2}",people
2376471,girl,child,"{'girl': 19, 'child': 4, 'woman': 2}",people
2376472,motorcycle,bike,"{'motorcycle': 24, 'bike': 4, 'motorbike': 3}",vehicles
2376476,cake,,{'cake': 35},food
2376480,sheep,ram,"{'sheep': 22, 'ram': 2}",animals_plants
2376484,dress,bride,"{'dress': 27, 'wedding dress': 2, 'bride': 2, 'clothing': 1}",clothing
2376486,airplane,plane,"{'airplane': 23, 'plane': 9, 'airliner': 2, 'jet': 2}",vehicles
2376488,skier,man,"{'skier': 13, 'man': 11, 'person': 5, 'human': 2, 'woman': 2}",people
2376497,zebra,,{'zebra': 33},animals_plants
2376504,train,,{'train': 35},vehicles
2376506,man,person,"{'man': 24, 'person': 4}",people
2376510,man,person,"{'man': 26, 'person': 5}",people
2376513,woman,person,"{'woman': 27, 'person': 3}",people
2376521,motorcycle,bike,"{'motorcycle': 29, 'bike': 6, 'motorbike': 1}",vehicles
2376522,cake,food,"{'cake': 32, 'food': 2}",food
2376535,counter,countertop,"{'counter': 20, 'countertop': 3}",home
2376540,chair,sofa,"{'chair': 24, 'sofa': 5, 'armchair': 4}",home
2376541,dog,,{'dog': 32},animals_plants
2376554,dog,,{'dog': 34},animals_plants
2376556,dog,,{'dog': 35},animals_plants
2376564,bed,,{'bed': 33},home
2376566,hat,cap,"{'hat': 30, 'cap': 2}",clothing
2376574,desk,table,"{'desk': 24, 'table': 1}",home
2376576,shirt,sweater,"{'shirt': 11, 'sweater': 4, 'sweatshirt': 2}",clothing
2376580,jacket,shirt,"{'jacket': 14, 'shirt': 8, 'costume': 2, 'coat': 1}",clothing
2376585,pole,post,"{'pole': 26, 'post': 4, 'light pole': 2}",home
2376586,woman,skateboarder,"{'woman': 19, 'skateboarder': 6, 'skater': 5, 'person': 2}",people
2376594,pizza,food,"{'pizza': 17, 'pepperoni': 5, 'food': 5, 'cheese': 2, 'pizza toppings': 2}",food
2376597,man,person,"{'man': 27, 'person': 2}",people
2376606,woman,girl,"{'woman': 31, 'girl': 2}",people
2376608,cat,,{'cat': 34},animals_plants
2376614,car,automobile,"{'car': 33, 'automobile': 2}",vehicles
2376622,airplane,plane,"{'airplane': 21, 'plane': 10, 'jet': 3}",vehicles
2376635,cat,,{'cat': 35},animals_plants
2376636,airplane,plane,"{'airplane': 18, 'plane': 14}",vehicles
2376641,shirt,t-shirt,"{'shirt': 28, 't-shirt': 4}",clothing
2376642,boy,player,"{'boy': 10, 'man': 5, 'player': 5, 'tennis player': 4, 'person': 4, 'child': 2}",people
2376650,cake,dessert,"{'cake': 21, 'dessert': 9, 'food': 2}",food
2376651,jet,plane,"{'jet': 18, 'plane': 10, 'airplane': 6, 'fighter jet': 2}",vehicles
2376654,girl,child,"{'girl': 20, 'child': 5, 'soccer player': 2}",people
2376658,house,building,"{'house': 14, 'building': 11}",buildings
2376662,hotdog,bun,"{'hotdog': 20, 'bun': 4, 'food': 3}",food
2376666,car,trunk,"{'car': 25, 'trunk': 3, 'vehicle': 3, 'automobile': 1}",vehicles
2376673,ground,,{'ground': 8},home
2376676,shirt,dress,"{'shirt': 31, 'dress': 1}",clothing
2376679,hotdog,sandwich,"{'hotdog': 28, 'sandwich': 1}",food
2376681,man,person,"{'man': 25, 'person': 3, 'male': 1}",people
2376682,sweater,jacket,"{'sweater': 10, 'jacket': 8, 'shirt': 6, 'coat': 5, 'clothing': 2}",clothing
2376683,bench,,{'bench': 26},home
2376684,couch,sofa,"{'couch': 13, 'sofa': 9, 'bench': 5, 'bed': 2, 'lounge': 1}",home
2376687,dog,,{'dog': 35},animals_plants
2376689,bowl,,{'bowl': 29},home
2376691,curtain,shower curtain,"{'curtain': 22, 'shower curtain': 4}",home
2376693,woman,person,"{'woman': 27, 'person': 2}",people
2376695,couch,sofa,"{'couch': 21, 'sofa': 10, 'bed': 1}",home
2376696,horse,,{'horse': 31},animals_plants
2376697,building,house,"{'building': 21, 'house': 11, 'home': 2}",buildings
2376698,motorcycle,bike,"{'motorcycle': 28, 'bike': 3, 'motorbike': 1}",vehicles
2376701,motorcycle,moped,"{'motorcycle': 18, 'moped': 5, 'scooter': 3, 'bike': 3}",vehicles
2376708,skier,man,"{'skier': 18, 'man': 6, 'person': 5}",people
2376715,shirt,,{'shirt': 28},clothing
2376716,bottle,wine,"{'bottle': 28, 'wine bottle': 3, 'wine': 3}",home
2376717,couch,sofa,"{'couch': 21, 'sofa': 7, 'sectional couch': 3, 'furniture': 2}",home
2376723,man,batter,"{'man': 23, 'player': 2, 'batter': 2, 'person': 1}",people
2376725,table,,{'table': 28},home
2376728,cake,,{'cake': 32},food
2376739,bench,chair,"{'bench': 32, 'chair': 3}",home
2376742,fork,,{'fork': 35},home
2376745,woman,couple,"{'woman': 15, 'couple': 7, 'person': 2, 'surfer': 2}",people
2376746,boy,person,"{'boy': 11, 'person': 8, 'teen': 2, 'man': 1}",people
2376751,sheep,,{'sheep': 32},animals_plants
2376755,cat,,{'cat': 26},animals_plants
2376759,shirt,t-shirt,"{'shirt': 33, 't-shirt': 3}",clothing
2376760,bed,,{'bed': 35},home
2376769,airplane,plane,"{'airplane': 13, 'plane': 10, 'jet': 9, 'fighter jet': 3}",vehicles
2376778,bench,chair,"{'bench': 29, 'chair': 2}",home
2376782,truck,car,"{'truck': 21, 'car': 10}",vehicles
2376784,robe,kimono,"{'robe': 23, 'kimono': 2, 'gown': 1, 'dress': 1}",clothing
2376786,chicken,food,"{'chicken': 17, 'food': 7, 'meat': 2}",food
2376787,train,,{'train': 35},vehicles
2376793,train,,{'train': 34},vehicles
2376794,boat,ship,"{'boat': 30, 'ship': 6}",vehicles
2376795,bird,parrot,"{'bird': 19, 'parrot': 15}",animals_plants
2376801,cow,,{'cow': 35},animals_plants
2376802,bed,sheet,"{'bed': 17, 'sheet': 3, 'bedding': 3, 'blanket': 2}",home
2376804,bridge,dock,"{'bridge': 16, 'dock': 12, 'pier': 6}",buildings
2376812,car,,{'car': 26},vehicles
2376814,chair,,{'chair': 24},home
2376827,sandwich,food,"{'sandwich': 20, 'burger': 4, 'food': 4}",food
2376828,bed,,{'bed': 32},home
2376829,train,train car,"{'train': 25, 'train car': 4, 'train cart': 2}",vehicles
2376832,shirt,dress,"{'shirt': 22, 'dress': 2}",clothing
2376834,motorcycle,bike,"{'motorcycle': 30, 'bike': 5}",vehicles
2376835,boat,,{'boat': 35},vehicles
2376838,chair,suitcase,"{'chair': 26, 'suitcase': 4}",home
